school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,class
MS,M,18,U,LE3,A,2,1,at_home,other,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,2,2,1,1,4,1,13,16,High
GP,F,15,U,LE3,T,1,2,teacher,services,reputation,father,2,3,0,yes,no,no,yes,yes,no,yes,no,4,3,2,1,3,5,0,17,11,High
GP,F,15,R,LE3,A,4,1,services,at_home,home,mother,2,4,0,no,no,no,no,yes,yes,yes,yes,4,4,3,2,1,5,0,14,11,High
MS,F,18,U,GT3,T,2,1,services,services,course,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,3,2,2,2,2,4,0,12,14,Low
MS,F,16,U,GT3,T,4,1,other,other,reputation,mother,1,2,0,no,no,no,no,yes,yes,no,yes,4,4,2,1,1,3,2,15,7,Low
GP,F,16,U,LE3,T,4,1,other,teacher,reputation,mother,2,3,0,yes,no,no,yes,yes,no,yes,yes,4,4,3,1,1,4,9,11,7,High
GP,F,18,U,GT3,T,2,1,health,services,reputation,father,2,2,0,no,no,no,yes,yes,no,yes,yes,2,4,3,2,1,5,0,12,11,Low
GP,M,17,U,LE3,A,2,1,other,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,yes,4,4,3,2,3,2,0,10,16,High
GP,F,18,U,LE3,A,0,2,teacher,services,reputation,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,2,1,0,7,10,Low
GP,F,15,U,GT3,T,1,2,other,other,course,mother,2,3,0,no,no,no,yes,yes,no,no,yes,4,4,2,1,3,5,0,18,17,High
MS,F,15,R,GT3,T,2,1,other,other,reputation,father,2,3,0,no,no,no,no,yes,yes,no,yes,4,4,2,1,2,2,0,18,14,Low
GP,F,18,U,GT3,A,2,1,at_home,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,no,4,3,3,1,3,4,0,8,14,High
GP,F,16,R,LE3,T,2,2,teacher,other,course,father,2,3,0,no,yes,yes,no,yes,no,yes,yes,4,4,3,2,2,1,0,9,14,High
MS,F,15,U,LE3,T,1,2,other,services,home,mother,4,3,0,no,no,no,no,yes,yes,yes,yes,3,4,2,2,1,5,0,9,14,High
GP,F,15,U,GT3,T,1,2,at_home,at_home,reputation,mother,2,2,3,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,1,5,12,10,11,Low
MS,F,18,R,LE3,A,2,2,teacher,other,home,mother,3,4,0,no,no,no,no,no,yes,yes,yes,4,2,2,1,1,5,0,17,9,High
GP,F,15,U,GT3,T,2,1,at_home,services,home,mother,2,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,3,1,3,1,2,11,12,High
GP,F,17,U,LE3,T,0,2,health,services,course,mother,2,3,0,no,no,no,yes,yes,yes,yes,no,3,4,3,2,1,3,5,11,8,High
MS,F,15,R,GT3,T,2,2,health,at_home,course,father,2,2,1,no,no,yes,no,no,no,no,yes,4,4,2,1,5,4,0,5,10,High
GP,F,17,R,LE3,T,2,2,services,teacher,course,mother,2,4,0,no,yes,no,no,no,no,yes,yes,3,2,3,1,1,3,2,14,19,High
GP,F,18,U,LE3,A,1,2,at_home,services,course,mother,2,2,0,yes,no,no,yes,yes,no,yes,yes,4,4,3,1,4,1,4,9,8,High
MS,F,18,U,GT3,T,4,2,teacher,services,course,mother,1,2,0,no,yes,yes,yes,yes,no,yes,yes,4,4,2,1,1,3,0,10,14,Low
GP,M,16,U,LE3,T,3,2,other,teacher,course,father,2,3,0,no,yes,no,yes,no,yes,yes,no,4,4,2,5,4,4,0,14,13,High
GP,F,16,U,LE3,A,2,2,at_home,services,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,no,4,3,5,2,4,2,0,11,15,Low
GP,M,15,U,GT3,T,1,1,services,other,course,mother,1,3,0,no,yes,no,no,yes,no,no,yes,3,4,3,2,5,4,1,10,11,Low
MS,F,16,U,LE3,A,2,2,other,at_home,course,mother,2,2,0,yes,yes,no,no,no,yes,yes,no,4,4,3,2,1,5,0,12,19,High
GP,F,15,U,GT3,T,4,4,at_home,other,home,mother,2,3,0,no,no,no,yes,yes,no,no,yes,4,4,3,2,1,2,2,13,6,Low
GP,F,16,U,GT3,T,1,2,other,services,home,mother,1,2,0,no,no,no,no,yes,no,yes,yes,4,4,4,2,1,3,3,7,13,High
MS,F,18,U,GT3,A,3,1,at_home,teacher,home,father,2,2,0,yes,yes,yes,no,yes,yes,yes,yes,4,3,2,1,1,5,0,17,11,High
MS,F,17,U,GT3,T,0,2,services,other,course,father,2,3,0,no,no,no,no,yes,yes,yes,yes,4,4,3,2,1,1,2,9,12,High
MS,F,19,U,GT3,T,3,2,teacher,services,other,mother,1,3,0,no,no,no,no,yes,no,no,yes,4,3,4,1,1,5,1,19,8,High
GP,F,18,U,GT3,T,2,2,services,services,course,father,2,1,0,no,yes,yes,no,no,yes,no,no,4,4,3,2,1,3,0,11,13,Low
MS,M,18,U,GT3,A,1,2,teacher,teacher,reputation,father,2,1,0,no,no,no,no,no,yes,no,yes,4,2,3,1,1,5,3,10,12,High
GP,F,15,U,LE3,T,2,2,health,health,course,mother,2,2,0,no,yes,no,no,yes,no,yes,no,4,2,3,1,3,3,1,16,13,Low
MS,F,15,U,LE3,A,3,3,services,services,home,mother,1,3,0,no,no,no,no,yes,yes,no,yes,4,3,3,1,1,4,0,13,11,Low
GP,M,15,U,LE3,T,1,2,health,at_home,home,mother,2,4,0,no,no,no,no,yes,yes,yes,yes,4,4,2,1,5,4,1,17,17,High
GP,F,15,U,LE3,A,1,2,other,services,course,mother,1,2,3,no,no,no,no,yes,no,yes,no,4,4,3,2,3,5,0,9,7,High
GP,F,17,U,GT3,T,1,2,at_home,other,course,father,2,3,0,no,no,no,no,yes,no,yes,yes,3,4,4,1,5,5,4,16,12,High
MS,M,15,U,GT3,T,1,1,services,at_home,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,yes,4,3,2,1,1,4,0,12,16,High
GP,M,17,U,GT3,T,1,2,services,other,course,mother,2,3,3,no,yes,no,no,no,yes,yes,no,4,4,5,1,1,2,0,7,11,Low
GP,F,17,U,LE3,A,3,2,at_home,services,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,yes,3,2,2,2,3,3,0,5,14,High
MS,F,18,U,GT3,T,1,2,other,services,other,mother,2,3,0,no,no,no,yes,yes,yes,yes,yes,4,4,2,2,2,3,5,14,12,High
GP,M,17,U,LE3,T,2,1,services,services,reputation,mother,1,2,0,no,no,no,no,yes,no,yes,yes,4,4,3,1,4,2,6,9,8,High
GP,F,15,U,GT3,T,4,2,other,services,course,mother,2,3,0,no,yes,no,no,yes,no,yes,yes,4,4,3,1,1,5,4,15,12,Low
GP,F,17,R,GT3,A,4,2,other,other,other,mother,2,1,0,no,no,no,yes,yes,yes,yes,no,4,4,3,1,1,2,0,17,9,High
GP,F,16,U,GT3,T,1,2,at_home,other,reputation,father,2,2,0,no,yes,no,yes,yes,yes,yes,yes,3,4,4,2,1,5,4,9,17,High
MS,F,17,U,LE3,T,1,1,other,other,course,father,2,2,0,no,yes,no,no,yes,yes,yes,no,3,4,3,1,1,2,0,7,10,High
GP,F,16,U,LE3,T,2,1,teacher,services,other,mother,2,3,0,no,no,yes,yes,yes,no,yes,yes,4,4,2,1,3,3,2,8,12,Low
GP,F,16,U,GT3,A,1,2,at_home,services,course,mother,2,3,1,no,no,no,no,yes,yes,yes,no,4,2,4,2,4,2,0,7,12,Low
MS,F,15,U,GT3,T,1,2,at_home,other,course,mother,2,2,0,yes,yes,no,no,yes,no,yes,no,4,4,2,1,4,4,8,9,15,High
GP,F,18,U,LE3,T,2,2,other,other,course,mother,2,3,0,yes,no,no,no,yes,yes,yes,yes,4,4,2,1,3,3,2,13,16,High
MS,M,15,U,GT3,T,1,2,teacher,other,home,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,4,4,3,1,3,1,1,10,14,High
GP,F,18,U,GT3,T,0,1,teacher,other,course,mother,2,3,0,no,no,yes,no,no,no,no,yes,4,4,3,2,4,3,0,10,15,High
GP,F,18,R,LE3,T,1,1,health,services,course,mother,1,2,3,no,yes,yes,yes,yes,yes,no,no,4,4,3,2,1,4,0,14,14,High
GP,F,18,U,GT3,A,2,1,services,other,other,father,2,1,1,no,no,no,no,yes,yes,yes,yes,3,3,4,1,1,1,5,16,13,High
MS,F,18,U,GT3,T,1,1,other,services,other,father,4,2,0,no,yes,no,yes,yes,no,yes,no,4,3,3,2,2,5,0,13,14,Low
GP,F,15,U,LE3,T,1,1,at_home,other,course,father,2,2,0,no,yes,no,no,no,no,yes,yes,5,3,3,1,1,4,0,12,16,High
GP,F,17,U,LE3,T,1,1,at_home,other,course,mother,4,2,0,no,no,no,no,yes,no,yes,yes,4,4,5,1,1,4,0,7,11,High
MS,M,18,U,GT3,T,1,2,other,other,reputation,mother,3,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,5,1,4,1,1,17,11,High
GP,F,15,U,GT3,T,3,2,services,other,course,mother,2,3,0,no,yes,no,no,yes,no,yes,yes,4,4,3,1,1,5,0,19,14,High
MS,F,15,U,LE3,T,0,2,other,other,home,father,2,1,0,no,no,no,no,yes,yes,yes,no,5,4,3,1,2,4,0,8,6,Low
GP,F,15,R,LE3,T,2,1,other,other,home,mother,2,3,0,no,yes,no,yes,yes,yes,yes,yes,4,4,2,1,1,5,0,8,14,High
GP,F,16,U,GT3,A,2,2,at_home,other,course,father,2,1,0,yes,yes,no,yes,yes,no,no,no,4,4,3,1,1,5,0,10,14,High
MS,F,17,U,LE3,T,1,2,other,other,home,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,3,5,2,8,19,Low
GP,F,15,U,LE3,A,3,4,at_home,other,course,mother,1,2,1,no,no,no,no,yes,no,yes,yes,4,4,3,1,5,3,4,8,14,Low
MS,M,18,U,GT3,T,1,4,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,4,3,2,1,2,1,9,12,Low
MS,F,15,U,LE3,T,0,1,at_home,teacher,course,mother,2,3,0,no,no,yes,no,yes,yes,yes,yes,4,4,3,2,3,4,0,6,12,High
GP,F,16,U,LE3,T,1,2,services,at_home,course,mother,2,1,0,no,no,no,yes,yes,no,no,yes,4,4,4,1,3,4,0,9,6,High
MS,F,16,R,LE3,T,2,2,other,services,course,mother,2,2,0,yes,yes,no,yes,yes,no,yes,yes,4,2,3,2,1,5,5,11,12,Low
GP,M,15,U,LE3,T,3,2,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,2,5,0,14,14,Low
GP,F,18,U,LE3,A,0,2,services,services,home,mother,2,2,0,no,no,no,no,yes,no,yes,yes,4,4,4,1,1,3,0,13,8,High
GP,F,15,U,LE3,A,2,1,other,services,home,mother,1,1,0,no,no,no,no,yes,yes,no,yes,4,4,2,1,4,5,1,16,13,Low
MS,F,17,U,GT3,T,2,4,other,other,course,father,2,2,0,no,yes,no,no,yes,no,yes,no,4,4,4,1,3,2,4,10,13,High
GP,F,18,U,GT3,T,4,2,other,other,home,mother,2,1,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,1,2,1,8,13,High
GP,M,18,R,GT3,T,0,2,at_home,services,reputation,father,2,3,0,no,no,no,no,yes,no,no,yes,4,3,3,2,2,5,3,9,10,Low
GP,F,15,U,GT3,T,4,1,at_home,services,course,father,1,3,0,no,yes,no,yes,yes,no,yes,yes,3,4,3,1,2,4,0,15,15,High
GP,F,18,U,GT3,T,2,2,other,services,reputation,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,4,4,2,1,3,2,0,10,13,Low
GP,F,15,U,LE3,T,4,4,at_home,services,reputation,mother,2,1,0,no,no,yes,yes,yes,yes,yes,no,5,4,2,2,2,5,3,14,13,High
GP,F,18,U,GT3,T,3,1,services,other,course,mother,1,3,0,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,4,9,13,High
GP,F,19,R,LE3,A,3,2,other,at_home,home,father,2,3,0,no,no,no,no,yes,yes,no,no,4,2,3,1,1,4,0,13,14,High
GP,F,17,U,GT3,T,1,1,other,services,home,mother,2,2,0,no,no,yes,no,yes,yes,no,no,4,4,1,2,5,3,0,9,10,High
GP,F,18,U,LE3,A,1,3,at_home,other,home,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,3,4,2,1,1,3,1,7,10,High
MS,F,15,U,GT3,A,2,1,other,health,home,mother,2,2,0,yes,yes,no,yes,yes,yes,yes,yes,4,2,3,2,5,5,0,10,13,High
MS,M,15,U,LE3,T,1,1,at_home,services,home,mother,2,1,0,no,yes,no,no,yes,yes,yes,no,3,4,3,1,1,3,0,13,8,High
MS,F,15,U,GT3,T,3,1,teacher,other,course,mother,2,2,0,no,yes,no,no,yes,no,no,yes,5,2,3,1,1,5,0,15,15,High
GP,F,15,U,GT3,T,1,1,other,teacher,course,mother,1,1,2,no,yes,no,no,yes,yes,no,yes,5,3,3,1,1,5,0,13,9,High
MS,M,18,U,LE3,T,1,2,services,health,course,mother,1,2,0,no,yes,no,no,yes,no,yes,yes,3,4,3,1,3,5,0,14,10,High
MS,M,17,U,GT3,T,2,4,other,services,course,mother,2,3,0,no,yes,no,yes,yes,yes,no,no,5,4,3,1,1,2,5,12,11,Low
GP,F,15,U,LE3,T,2,1,teacher,other,reputation,mother,2,2,0,no,yes,no,no,no,no,yes,yes,5,2,2,2,5,5,1,10,14,Low
GP,M,18,U,GT3,T,1,1,at_home,services,home,mother,2,3,0,no,no,no,no,yes,yes,no,yes,4,3,3,2,1,3,0,13,17,High
GP,F,17,U,LE3,T,2,2,other,services,course,mother,4,1,0,no,no,no,no,yes,yes,yes,yes,4,4,3,1,1,2,2,13,11,High
MS,F,18,R,GT3,T,2,2,services,teacher,course,mother,1,3,0,no,no,no,no,no,yes,yes,no,4,2,4,2,1,3,0,17,10,High
GP,F,17,U,GT3,T,1,1,teacher,services,course,father,1,3,0,no,yes,no,no,yes,yes,yes,yes,4,3,3,2,1,5,0,14,15,High
GP,M,17,U,LE3,T,0,4,teacher,other,other,mother,2,3,0,yes,no,no,yes,yes,yes,yes,no,3,5,2,1,3,5,2,10,7,High
GP,F,17,U,LE3,A,3,1,at_home,teacher,other,other,2,4,0,no,no,no,no,yes,yes,yes,no,4,4,4,2,1,2,0,6,9,High
MS,F,15,U,GT3,T,4,2,services,services,course,mother,2,2,0,no,no,no,yes,yes,yes,yes,yes,4,4,3,2,1,4,1,10,13,High
GP,F,17,U,LE3,A,4,2,health,at_home,course,mother,1,3,0,no,no,no,no,yes,no,yes,yes,4,4,4,1,3,4,2,11,13,High
MS,F,18,U,LE3,T,2,4,other,other,course,mother,2,2,0,no,yes,no,no,yes,yes,no,no,4,4,4,2,4,3,0,10,14,Low
GP,F,18,R,GT3,A,4,2,other,teacher,other,mother,2,3,0,no,no,no,no,yes,no,yes,yes,4,4,3,1,2,2,5,8,13,High
MS,F,18,U,LE3,A,1,2,services,other,course,other,2,4,1,no,no,no,no,yes,yes,no,yes,4,4,2,1,1,2,0,12,19,Low
GP,F,19,U,GT3,T,1,1,health,other,other,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,4,3,2,4,5,0,11,14,High
GP,F,15,R,GT3,T,4,2,other,other,other,mother,1,1,2,no,no,no,no,yes,yes,yes,no,4,3,3,1,1,3,2,14,7,High
GP,F,16,U,GT3,T,1,1,health,other,course,mother,2,3,0,no,no,no,no,yes,yes,no,yes,3,2,2,1,4,2,0,9,8,High
MS,F,16,U,GT3,T,3,2,services,services,course,father,1,3,0,no,yes,no,yes,no,no,yes,yes,4,4,2,1,1,2,2,7,15,High
GP,M,15,U,LE3,T,2,2,services,services,other,mother,2,3,2,no,no,no,no,yes,yes,yes,no,4,3,5,1,4,4,0,7,9,High
MS,M,16,U,GT3,T,1,2,health,other,home,mother,2,2,0,no,no,no,no,yes,yes,yes,no,4,4,3,5,5,4,1,5,17,High
GP,F,17,U,GT3,T,4,1,services,other,course,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,4,3,1,1,3,3,15,16,High
GP,F,15,U,GT3,A,0,2,teacher,other,reputation,father,2,2,0,no,no,no,yes,no,no,yes,yes,3,4,3,2,1,5,5,9,12,Low
GP,F,15,U,LE3,A,3,2,services,other,course,mother,2,2,2,no,yes,no,no,yes,yes,yes,yes,4,4,1,2,1,5,4,18,19,Low
MS,F,15,U,LE3,T,1,1,health,services,home,mother,2,3,0,no,no,no,no,yes,yes,yes,yes,4,4,4,2,1,2,2,9,8,Low
GP,F,18,U,LE3,T,2,1,at_home,services,reputation,mother,3,2,0,no,yes,no,yes,no,no,yes,yes,5,4,2,1,3,2,0,14,13,Low
GP,F,17,U,GT3,A,1,4,other,other,course,mother,2,3,0,no,no,no,no,yes,no,yes,no,4,4,4,2,1,2,0,10,19,Low
GP,F,17,U,LE3,T,1,1,services,services,course,mother,2,3,0,no,no,no,no,yes,yes,no,no,4,4,5,1,1,3,1,4,13,Low
MS,M,16,U,LE3,T,2,1,health,other,course,father,2,2,0,no,no,no,no,yes,yes,yes,yes,3,4,2,2,1,4,2,12,14,High
GP,M,18,U,GT3,A,4,2,other,health,home,mother,2,1,3,no,no,no,no,yes,yes,yes,yes,4,4,2,2,1,4,0,9,12,Low
GP,M,18,U,GT3,A,1,1,health,other,course,other,1,2,1,no,yes,no,no,yes,yes,no,no,4,2,1,2,2,2,0,12,12,Low
GP,F,15,U,LE3,T,3,1,at_home,at_home,course,mother,2,3,0,no,yes,no,no,yes,yes,no,yes,4,4,1,1,1,4,0,14,14,Low
MS,F,16,U,GT3,A,1,2,at_home,health,other,other,1,3,3,no,no,no,yes,yes,yes,no,no,5,2,2,1,1,4,1,11,7,High
MS,M,18,U,LE3,A,4,1,teacher,at_home,course,father,3,1,0,no,no,no,yes,yes,yes,yes,yes,4,4,3,2,1,4,1,10,9,High
GP,F,17,U,LE3,A,2,3,at_home,other,course,mother,2,3,0,yes,no,no,no,yes,no,yes,no,5,2,3,2,4,2,0,11,7,Low
MS,F,18,R,GT3,T,4,1,at_home,other,reputation,mother,2,2,1,no,no,no,yes,yes,yes,no,yes,4,4,3,2,1,2,2,10,17,High
GP,M,18,U,GT3,T,1,4,services,services,course,mother,2,2,0,no,no,no,no,yes,yes,no,yes,4,2,3,1,5,3,1,11,9,High
GP,M,18,U,GT3,T,2,1,at_home,at_home,home,father,1,3,0,no,yes,yes,yes,yes,yes,yes,no,4,2,3,1,1,3,0,12,12,High
GP,F,17,U,LE3,T,1,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,no,yes,4,2,3,2,3,5,0,10,11,High
MS,F,17,U,LE3,T,0,4,other,services,course,mother,2,2,0,no,no,no,no,yes,yes,yes,yes,4,3,3,1,1,5,0,11,12,Low
GP,F,15,U,LE3,T,3,2,services,other,course,mother,4,2,0,no,no,yes,no,yes,yes,yes,no,4,3,4,1,1,5,2,7,13,High
GP,F,17,U,LE3,T,1,1,services,teacher,other,mother,2,4,2,no,no,no,yes,yes,no,no,yes,4,4,2,2,1,3,1,13,12,High
GP,F,15,U,GT3,T,0,2,services,services,course,mother,2,1,0,no,no,no,no,no,no,yes,yes,4,4,4,1,1,3,5,13,16,Low
GP,M,16,U,GT3,T,1,1,teacher,health,home,mother,2,2,0,no,yes,yes,no,yes,yes,yes,yes,4,2,3,2,2,2,1,10,14,Low
GP,F,18,U,GT3,T,0,1,at_home,other,course,mother,2,2,0,no,yes,no,no,yes,no,yes,yes,4,4,2,1,1,4,2,7,10,Low
MS,M,16,U,GT3,A,4,4,services,other,reputation,father,1,2,0,no,no,no,no,yes,yes,no,yes,4,4,3,1,1,1,3,13,17,High
GP,M,17,R,GT3,T,4,1,other,other,home,father,2,3,0,no,yes,no,no,yes,yes,yes,no,4,2,3,1,5,3,1,14,13,High
GP,F,17,U,LE3,T,2,2,services,other,home,mother,1,2,0,no,no,no,no,yes,no,no,no,4,2,3,1,1,2,1,14,5,High
GP,F,16,U,LE3,T,3,2,other,other,course,mother,2,2,0,no,yes,no,yes,yes,yes,yes,yes,4,4,5,2,1,4,3,15,11,High
GP,F,18,U,GT3,A,2,2,other,teacher,course,father,2,3,0,no,yes,no,yes,yes,no,yes,yes,5,2,2,2,4,3,0,16,16,High
MS,F,16,U,LE3,A,1,2,health,other,course,father,2,2,0,no,yes,no,no,yes,yes,yes,yes,5,3,4,1,1,4,0,16,16,High
GP,F,15,U,LE3,T,0,2,other,services,other,father,2,3,0,no,no,no,no,yes,yes,yes,yes,3,4,2,1,3,4,0,9,13,High
MS,F,15,U,GT3,T,2,2,at_home,services,course,mother,2,1,0,no,yes,no,yes,no,yes,yes,yes,4,4,2,1,1,5,0,13,11,Low
GP,F,16,U,LE3,A,1,2,teacher,other,home,mother,3,2,0,no,no,no,no,yes,no,yes,yes,4,2,5,1,1,2,0,11,14,High
GP,F,17,U,LE3,T,1,1,services,other,other,mother,1,3,0,no,no,no,no,yes,yes,yes,yes,4,5,3,2,1,2,3,11,14,High
GP,F,18,U,GT3,T,1,2,at_home,services,course,mother,2,3,3,no,yes,no,yes,yes,no,no,yes,4,4,2,1,2,3,0,13,13,High
GP,F,17,U,GT3,A,1,2,at_home,other,home,mother,2,3,0,no,no,no,no,yes,no,yes,no,4,4,4,1,1,1,2,11,13,High
GP,M,17,U,LE3,T,0,1,at_home,other,other,father,2,3,0,no,yes,no,yes,yes,yes,yes,no,4,4,3,1,3,3,1,18,13,High
GP,F,18,U,GT3,T,2,1,at_home,other,course,mother,2,3,0,no,yes,no,no,yes,yes,no,yes,4,4,5,1,1,5,2,12,10,High
MS,F,18,R,LE3,A,1,1,other,services,course,mother,2,1,0,no,no,no,no,yes,yes,yes,yes,4,4,3,2,1,5,0,7,14,High
GP,F,18,U,LE3,A,1,4,services,services,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,yes,3,3,4,2,1,5,0,13,15,High
GP,M,18,U,GT3,A,1,1,services,services,course,mother,1,2,0,no,yes,no,yes,yes,no,yes,yes,4,4,3,1,1,5,1,14,14,High
GP,F,15,R,LE3,A,2,1,other,services,reputation,father,2,2,0,no,no,yes,no,no,no,yes,yes,5,2,3,1,3,5,0,6,6,High
GP,M,17,U,LE3,T,1,2,other,other,course,mother,2,2,0,yes,no,no,no,yes,yes,yes,no,4,4,3,1,1,2,1,12,1,Low
GP,F,15,U,LE3,T,2,2,health,at_home,course,mother,2,3,0,no,no,no,no,yes,yes,no,yes,3,3,3,1,3,5,0,11,11,Low
GP,F,16,R,LE3,T,1,1,other,health,home,mother,2,3,1,no,yes,no,yes,yes,yes,yes,no,3,4,2,1,1,4,2,12,14,High
GP,F,15,U,GT3,T,3,1,at_home,other,course,father,2,3,0,no,yes,no,no,yes,yes,yes,yes,5,4,2,1,1,4,0,19,13,High
GP,M,18,U,GT3,A,2,2,teacher,other,home,father,1,3,0,no,no,no,no,yes,yes,no,yes,4,2,3,2,5,2,0,10,13,High
MS,F,17,U,GT3,T,1,2,other,at_home,course,father,2,3,1,no,no,no,yes,yes,no,yes,yes,4,2,1,2,3,5,0,13,13,High
